"xmlns","series","url","limit","offset","total","RaceTable__season","RaceTable__Races__season","RaceTable__Races__round","RaceTable__Races__url","RaceTable__Races__raceName","RaceTable__Races__Circuit__circuitId","RaceTable__Races__Circuit__url","RaceTable__Races__Circuit__circuitName","RaceTable__Races__Circuit__Location__lat","RaceTable__Races__Circuit__Location__long","RaceTable__Races__Circuit__Location__locality","RaceTable__Races__Circuit__Location__country","RaceTable__Races__date","RaceTable__Races__time","RaceTable__Races__Results__number","RaceTable__Races__Results__position","RaceTable__Races__Results__positionText","RaceTable__Races__Results__points","RaceTable__Races__Results__Driver__driverId","RaceTable__Races__Results__Driver__permanentNumber","RaceTable__Races__Results__Driver__code","RaceTable__Races__Results__Driver__url","RaceTable__Races__Results__Driver__givenName","RaceTable__Races__Results__Driver__familyName","RaceTable__Races__Results__Driver__dateOfBirth","RaceTable__Races__Results__Driver__nationality","RaceTable__Races__Results__Constructor__constructorId","RaceTable__Races__Results__Constructor__url","RaceTable__Races__Results__Constructor__name","RaceTable__Races__Results__Constructor__nationality","RaceTable__Races__Results__grid","RaceTable__Races__Results__laps","RaceTable__Races__Results__status","RaceTable__Races__Results__Time__millis","RaceTable__Races__Results__Time__time","RaceTable__Races__Results__FastestLap__rank","RaceTable__Races__Results__FastestLap__lap","RaceTable__Races__Results__FastestLap__Time__time","RaceTable__Races__Results__FastestLap__AverageSpeed__units","RaceTable__Races__Results__FastestLap__AverageSpeed__speed"
"","","","","","","","","","","","","","","","","","","","","16","7","7","6","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","7","53","Finished","5343571","+1:38.390","9","52","1:38.107","kph","214.590"
"","","","","","","","","","","","","","","","","","","","","20","8","8","4","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","5","52","+1 Lap","","","8","52","1:38.015","kph","214.791"
"","","","","","","","","","","","","","","","","","","","","31","9","9","2","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","6","52","+1 Lap","","","12","52","1:38.366","kph","214.025"
"","","","","","","","","","","","","","","","","","","","","11","10","10","1","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","8","52","+1 Lap","","","11","47","1:38.300","kph","214.168"
"","","","","","","","","","","","","","","","","","","","","8","11","11","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","9","52","+1 Lap","","","10","46","1:38.244","kph","214.290"
"","","","","","","","","","","","","","","","","","","","","27","12","12","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","12","52","+1 Lap","","","13","52","1:39.108","kph","212.422"
"","","","","","","","","","","","","","","","","","","","","9","13","13","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","10","52","+1 Lap","","","7","39","1:37.931","kph","214.975"
"","","","","","","","","","","","","","","","","","","","","14","14","14","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","16","52","+1 Lap","","","15","44","1:39.590","kph","211.394"
"","","","","","","","","","","","","","","","","","","","","18","15","15","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","14","52","+1 Lap","","","14","44","1:39.435","kph","211.724"
"","","","","","","","","","","","","","","","","","","","","2","16","16","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","15","51","+2 Laps","","","18","41","1:39.922","kph","210.692"
"","","","","","","","","","","","","","","","","","","","","55","17","17","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","11","51","+2 Laps","","","16","35","1:39.731","kph","211.095"
"","","","","","","","","","","","","","","","","","","","","35","18","18","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","13","51","+2 Laps","","","17","43","1:39.838","kph","210.869"
"","","","","","","","","","","","","","","","","","","","","10","19","R","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","17","4","Brakes","","","19","3","1:44.071","kph","202.292"
"","","","","","","","","","","","","","","","","","","","","28","20","R","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","20","4","Brakes","","","20","2","1:45.852","kph","198.889"
"","","","","","","","2018","17","https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix","Japanese Grand Prix","suzuka","http://en.wikipedia.org/wiki/Suzuka_Circuit","Suzuka Circuit","34.8431","136.541","Suzuka","Japan","2018-10-07","05:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","53","Finished","5237062","1:27:17.062","2","51","1:32.785","kph","225.307"
"","","","","","","","","","","","","","","","","","","","","77","2","2","18","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","2","53","Finished","5249981","+12.919","3","46","1:33.110","kph","224.521"
"","","","","","","","","","","","","","","","","","","","","33","3","3","15","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","3","53","Finished","5251357","+14.295","6","50","1:33.367","kph","223.903"
"","","","","","","","","","","","","","","","","","","","","3","4","4","12","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","15","53","Finished","5256557","+19.495","4","50","1:33.187","kph","224.336"
"","","","","","","","","","","","","","","","","","","","","7","5","5","10","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","53","Finished","5288060","+50.998","12","28","1:34.223","kph","221.869"
"","","","","","","","","","","","","","","","","","","","","5","6","6","8","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","8","53","Finished","5306935","+1:09.873","1","53","1:32.318","kph","226.447"
"","","","","","","","","","","","","","","","","","","","","11","7","7","6","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","9","53","Finished","5316441","+1:19.379","9","43","1:34.073","kph","222.223"
"","","","","","","","","","","","","","","","","","","","","8","8","8","4","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","5","53","Finished","5324260","+1:27.198","15","47","1:34.786","kph","220.551"
"","","","","","","","","","","","","","","","","","","","","31","9","9","2","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","11","53","Finished","5325117","+1:28.055","14","50","1:34.670","kph","220.821"
"","","","","","","","","","","","","","","","","","","","","55","10","10","1","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","13","52","+1 Lap","","","11","50","1:34.197","kph","221.930"
"","","","","","","","","","","","","","","","","","","","","10","11","11","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","7","52","+1 Lap","","","10","35","1:34.133","kph","222.081"
"","","","","","","","","","","","","","","","","","","","","9","12","12","0","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","20","52","+1 Lap","","","19","8","1:36.294","kph","217.097"
"","","","","","","","","","","","","","","","","","","","","28","13","13","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","6","52","+1 Lap","","","16","30","1:34.857","kph","220.386"
"","","","","","","","","","","","","","","","","","","","","14","14","14","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","18","52","+1 Lap","","","7","28","1:33.943","kph","222.530"
"","","","","","","","","","","","","","","","","","","","","2","15","15","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","19","52","+1 Lap","","","18","25","1:35.023","kph","220.001"
"","","","","","","","","","","","","","","","","","","","","35","16","16","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","17","52","+1 Lap","","","8","41","1:33.985","kph","222.431"
"","","","","","","","","","","","","","","","","","","","","18","17","17","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","14","52","+1 Lap","","","5","41","1:33.354","kph","223.934"
"","","","","","","","","","","","","","","","","","","","","16","18","R","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","10","38","Mechanical","","","13","37","1:34.515","kph","221.183"
"","","","","","","","","","","","","","","","","","","","","27","19","R","0","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","16","37","Engine","","","17","32","1:34.934","kph","220.207"
"","","","","","","","","","","","","","","","","","","","","20","20","R","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","12","8","Collision damage","","","20","6","1:39.908","kph","209.244"
"","","","","","","","2018","18","https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix","United States Grand Prix","americas","http://en.wikipedia.org/wiki/Circuit_of_the_Americas","Circuit of the Americas","30.1328","-97.6411","Austin","USA","2018-10-21","18:10:00Z","7","1","1","25","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","2","56","Finished","5658643","1:34:18.643","5","45","1:38.482","kph","201.527"
"","","","","","","","","","","","","","","","","","","","","33","2","2","18","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","18","56","Finished","5659924","+1.281","2","45","1:38.246","kph","202.011"
"","","","","","","","","","","","","","","","","","","","","44","3","3","15","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","56","Finished","5660985","+2.342","1","40","1:37.392","kph","203.782"
"","","","","","","","","","","","","","","","","","","","","5","4","4","12","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","5","56","Finished","5676865","+18.222","3","41","1:38.280","kph","201.941"
"","","","","","","","","","","","","","","","","","","","","77","5","5","10","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","3","56","Finished","5683387","+24.744","4","46","1:38.470","kph","201.551"
"","","","","","","","","","","","","","","","","","","","","27","6","6","8","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","7","56","Finished","5745853","+1:27.210","8","51","1:39.548","kph","199.369"
"","","","","","","","","","","","","","","","","","","","","55","7","7","6","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","11","56","Finished","5753637","+1:34.994","11","45","1:39.858","kph","198.750"
"","","","","","","","","","","","","","","","","","","","","11","8","8","4","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","10","56","Finished","5759723","+1:41.080","13","45","1:39.992","kph","198.483"
"","","","","","","","","","","","","","","","","","","","","28","9","9","2","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","20","55","+1 Lap","","","6","32","1:38.963","kph","200.547"
"","","","","","","","","","","","","","","","","","","","","9","10","10","1","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","16","55","+1 Lap","","","9","36","1:39.569","kph","199.327"
"","","","","","","","","","","","","","","","","","","","","2","11","11","0","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","17","55","+1 Lap","","","12","52","1:39.915","kph","198.636"
"","","","","","","","","","","","","","","","","","","","","10","12","12","0","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","19","55","+1 Lap","","","14","33","1:40.098","kph","198.273"
"","","","","","","","","","","","","","","","","","","","","35","13","13","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","14","55","+1 Lap","","","7","42","1:39.240","kph","199.987"
"","","","","","","","","","","","","","","","","","","","","18","14","14","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","15","54","+2 Laps","","","10","38","1:39.646","kph","199.173"
"","","","","","","","","","","","","","","","","","","","","16","15","R","0","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","9","31","Collision damage","","","16","12","1:40.522","kph","197.437"
"","","","","","","","","","","","","","","","","","","","","3","16","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","4","8","Battery","","","15","49","1:40.433","kph","197.612"
"","","","","","","","","","","","","","","","","","","","","8","17","R","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","8","2","Collision damage","","","18","12","1:41.982","kph","194.610"
"","","","","","","","","","","","","","","","","","","","","14","18","R","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","13","1","Collision","","","17","5","1:40.933","kph","196.633"
"","","","","","","","","","","","","","","","","","","","","31","19","D","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","6","56","Disqualified","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","20","20","D","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","12","56","Disqualified","","","","","","",""
"","","","","","","","2018","19","https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix","Mexican Grand Prix","rodriguez","http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Hermanos_Rodr%C3%ADguez","Autódromo Hermanos Rodríguez","19.4042","-99.0907","Mexico City","Mexico","2018-10-28","19:10:00Z","33","1","1","25","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","2","71","Finished","5908851","1:38:28.851","2","66","1:19.186","kph","195.670"
"","","","","","","","","","","","","","","","","","","","","5","2","2","18","vettel","5","VET","http://en.wikipedia.org/wiki/Sebastian_Vettel","Sebastian","Vettel","1987-07-03","German","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","71","Finished","5926167","+17.316","4","49","1:19.522","kph","194.844"
"","","","","","","","","","","","","","","","","","","","","7","3","3","15","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","6","71","Finished","5958765","+49.914","5","19","1:20.334","kph","192.874"
"","","","","","","","","","","","","","","","","","","","","44","4","4","12","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","3","71","Finished","5987589","+1:18.738","8","49","1:20.728","kph","191.933"
"","","","","","","","","","","","","","","","","","","","","77","5","5","10","bottas","77","BOT","http://en.wikipedia.org/wiki/Valtteri_Bottas","Valtteri","Bottas","1989-08-28","Finnish","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","5","70","+1 Lap","","","1","65","1:18.741","kph","196.776"
"","","","","","","","","","","","","","","","","","","","","27","6","6","8","hulkenberg","27","HUL","http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg","Nico","Hülkenberg","1987-08-19","German","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","7","69","+2 Laps","","","7","67","1:20.637","kph","192.150"
"","","","","","","","","","","","","","","","","","","","","16","7","7","6","leclerc","16","LEC","http://en.wikipedia.org/wiki/Charles_Leclerc_(racing_driver)","Charles","Leclerc","1997-10-16","Monegasque","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","9","69","+2 Laps","","","6","67","1:20.537","kph","192.388"
"","","","","","","","","","","","","","","","","","","","","2","8","8","4","vandoorne","2","VAN","http://en.wikipedia.org/wiki/Stoffel_Vandoorne","Stoffel","Vandoorne","1992-03-26","Belgian","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","15","69","+2 Laps","","","11","14","1:21.921","kph","189.138"
"","","","","","","","","","","","","","","","","","","","","9","9","9","2","ericsson","9","ERI","http://en.wikipedia.org/wiki/Marcus_Ericsson","Marcus","Ericsson","1990-09-02","Swedish","sauber","http://en.wikipedia.org/wiki/Sauber","Sauber","Swiss","10","69","+2 Laps","","","14","18","1:22.440","kph","187.947"
"","","","","","","","","","","","","","","","","","","","","10","10","10","1","gasly","10","GAS","http://en.wikipedia.org/wiki/Pierre_Gasly","Pierre","Gasly","1996-02-07","French","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","20","69","+2 Laps","","","17","69","1:22.755","kph","187.232"
"","","","","","","","","","","","","","","","","","","","","31","11","11","0","ocon","31","OCO","http://en.wikipedia.org/wiki/Esteban_Ocon","Esteban","Ocon","1996-09-17","French","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","11","69","+2 Laps","","","15","6","1:22.629","kph","187.517"
"","","","","","","","","","","","","","","","","","","","","18","12","12","0","stroll","18","STR","http://en.wikipedia.org/wiki/Lance_Stroll","Lance","Stroll","1998-10-29","Canadian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","17","69","+2 Laps","","","18","27","1:22.983","kph","186.717"
"","","","","","","","","","","","","","","","","","","","","35","13","13","0","sirotkin","35","SIR","http://en.wikipedia.org/wiki/Sergey_Sirotkin_(racing_driver)","Sergey","Sirotkin","1995-08-27","Russian","williams","http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering","Williams","British","19","69","+2 Laps","","","16","66","1:22.640","kph","187.492"
"","","","","","","","","","","","","","","","","","","","","28","14","14","0","brendon_hartley","28","HAR","http://en.wikipedia.org/wiki/Brendon_Hartley","Brendon","Hartley","1989-11-10","New Zealander","toro_rosso","http://en.wikipedia.org/wiki/Scuderia_Toro_Rosso","Toro Rosso","Italian","14","69","+2 Laps","","","13","26","1:22.438","kph","187.952"
"","","","","","","","","","","","","","","","","","","","","20","15","15","0","kevin_magnussen","20","MAG","http://en.wikipedia.org/wiki/Kevin_Magnussen","Kevin","Magnussen","1992-10-05","Danish","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","16","69","+2 Laps","","","10","45","1:21.874","kph","189.246"
"","","","","","","","","","","","","","","","","","","","","8","16","16","0","grosjean","8","GRO","http://en.wikipedia.org/wiki/Romain_Grosjean","Romain","Grosjean","1986-04-17","French","haas","http://en.wikipedia.org/wiki/Haas_F1_Team","Haas F1 Team","American","18","68","+3 Laps","","","9","46","1:21.370","kph","190.419"
"","","","","","","","","","","","","","","","","","","","","3","17","R","0","ricciardo","3","RIC","http://en.wikipedia.org/wiki/Daniel_Ricciardo","Daniel","Ricciardo","1989-07-01","Australian","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","1","61","Engine","","","3","57","1:19.462","kph","194.991"
"","","","","","","","","","","","","","","","","","","","","11","18","R","0","perez","11","PER","http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez","Sergio","Pérez","1990-01-26","Mexican","force_india","http://en.wikipedia.org/wiki/Racing_Point_Force_India","Force India","Indian","13","38","Brakes","","","19","6","1:23.545","kph","185.461"
"","","","","","","","","","","","","","","","","","","","","55","19","R","0","sainz","55","SAI","http://en.wikipedia.org/wiki/Carlos_Sainz_Jr.","Carlos","Sainz","1994-09-01","Spanish","renault","https://en.wikipedia.org/wiki/Renault_in_Formula_One","Renault","French","8","28","Suspension","","","12","6","1:22.386","kph","188.070"
"","","","","","","","","","","","","","","","","","","","","14","20","R","0","alonso","14","ALO","http://en.wikipedia.org/wiki/Fernando_Alonso","Fernando","Alonso","1981-07-29","Spanish","mclaren","http://en.wikipedia.org/wiki/McLaren","McLaren","British","12","3","Engine","","","20","3","1:24.197","kph","184.025"
"","","","","","","","2018","20","https://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix","Brazilian Grand Prix","interlagos","http://en.wikipedia.org/wiki/Aut%C3%B3dromo_Jos%C3%A9_Carlos_Pace","Autódromo José Carlos Pace","-23.7036","-46.6997","São Paulo","Brazil","2018-11-11","17:10:00Z","44","1","1","25","hamilton","44","HAM","http://en.wikipedia.org/wiki/Lewis_Hamilton","Lewis","Hamilton","1985-01-07","British","mercedes","http://en.wikipedia.org/wiki/Mercedes-Benz_in_Formula_One","Mercedes","German","1","71","Finished","5229066","1:27:09.066","7","70","1:11.795","kph","216.065"
"","","","","","","","","","","","","","","","","","","","","33","2","2","18","max_verstappen","33","VER","http://en.wikipedia.org/wiki/Max_Verstappen","Max","Verstappen","1997-09-30","Dutch","red_bull","http://en.wikipedia.org/wiki/Red_Bull_Racing","Red Bull","Austrian","5","71","Finished","5230535","+1.469s","4","61","1:11.578","kph","216.720"
"","","","","","","","","","","","","","","","","","","","","7","3","3","15","raikkonen","7","RAI","http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen","Kimi","Räikkönen","1979-10-17","Finnish","ferrari","http://en.wikipedia.org/wiki/Scuderia_Ferrari","Ferrari","Italian","4","71","Finished","5233830","+4.764s","6","64","1:11.769","kph","216.143"
